agreement_id,customer_id,scope,product_id,family,agreed_price,effective_start,effective_end,committed_units,approval_ref,status,superseded_by,prior_price,premium_pct
A0239,C023,part,P0110,,2160.13,2025-10-18,2026-08-30,180,PA-2025-0239,active,,2030.34,0.0639
A0240,C023,part,P0044,,482.0,2024-07-25,2026-09-08,17304,PA-2024-0240,active,,387.78,0.243
A0241,C023,part,P0111,,2244.3,2024-03-09,2027-03-19,462,PA-2024-0241,active,,2040.5,0.0999
A0242,C023,part,P0050,,478.84,2024-04-26,2026-10-14,7380,PA-2024-0242,active,,429.41,0.1151
A0243,C023,part,P0085,,41909.87,2024-07-25,2027-02-11,108,PA-2024-0243,active,,38351.55,0.0928
A0244,C023,part,P0055,,434.88,2024-02-05,2025-01-04,2940,PA-2024-0244,superseded,A0245,354.98,0.2251
A0245,C023,part,P0055,,485.46,2024-12-20,2025-11-10,536,PA-2024-0245,superseded,A0246,434.88,0.1163
A0246,C023,part,P0055,,522.98,2025-11-11,2026-09-17,11084,PA-2025-0246,active,,485.46,0.0773
A0247,C024,part,P0054,,432.62,2024-03-31,2027-07-30,3256,PA-2024-0247,active,,406.3,0.0648
A0248,C024,part,P0060,,498.1,2024-05-24,2026-05-14,9760,PA-2024-0248,expired,,399.57,0.2466
A0249,C024,part,P0024,,10020.88,2024-04-11,2025-06-06,513,PA-2024-0249,superseded,A0250,8919.99,0.1234
A0250,C024,part,P0024,,10676.11,2025-06-07,2026-11-18,168,PA-2025-0250,active,,10020.88,0.0654
A0251,C024,part,P0078,,7494.88,2024-07-14,2025-12-11,368,PA-2024-0251,expired,,6557.62,0.1429
A0252,C024,part,P0041,,415.51,2024-07-02,2027-01-28,4213,PA-2024-0252,active,,378.44,0.098
A0253,C024,part,P0073,,7410.72,2024-05-28,2027-08-21,180,PA-2024-0253,active,,6758.27,0.0965
A0254,C025,part,P0116,,1896.37,2024-05-20,2027-08-02,714,PA-2024-0254,active,,1819.74,0.0421
A0255,C025,part,P0118,,2246.23,2024-05-10,2026-12-14,416,PA-2024-0255,active,,2061.33,0.0897
A0256,C025,part,P0063,,6677.6,2024-03-21,2025-01-01,272,PA-2024-0256,superseded,A0257,6225.11,0.0727
A0257,C025,part,P0063,,7533.44,2025-01-02,2026-01-16,180,PA-2025-0257,superseded,A0258,6677.6,0.1282
A0258,C025,part,P0063,,8228.8,2026-04-19,2026-09-23,247,PA-2026-0258,active,,7533.44,0.0923
A0259,C025,part,P0109,,2196.08,2024-06-14,2027-07-05,130,PA-2024-0259,active,,1911.42,0.1489
A0260,C025,part,P0113,,2196.17,2024-03-10,2025-12-12,312,PA-2024-0260,expired,,1797.74,0.2216
A0261,C025,part,P0108,,1982.58,2024-07-14,2026-02-17,527,PA-2024-0261,expired,,1815.54,0.092
A0262,C025,part,P0076,,6291.61,2024-05-28,2027-01-28,414,PA-2024-0262,active,,6096.22,0.0321
A0263,C025,part,P0066,,8418.94,2024-07-25,2027-03-01,418,PA-2024-0263,active,,6624.92,0.2708
A0264,C026,part,P0048,,471.85,2024-05-22,2027-01-21,18050,PA-2024-0264,active,,449.04,0.0508
A0265,C026,part,P0112,,2558.16,2024-05-03,2027-08-21,522,PA-2024-0265,active,,2303.88,0.1104
A0266,C026,part,P0052,,539.77,2024-04-28,2027-03-18,2500,PA-2024-0266,active,,479.18,0.1264
A0267,C026,part,P0050,,527.88,2024-02-09,2025-09-06,13024,PA-2024-0267,superseded,A0268,463.47,0.139
A0268,C026,part,P0050,,624.55,2025-09-07,2027-08-29,13618,PA-2025-0268,active,,527.88,0.1831
A0269,C026,part,P0042,,501.02,2024-02-25,2027-01-04,11206,PA-2024-0269,active,,455.63,0.0996
A0270,C026,part,P0059,,421.17,2024-04-08,2027-06-18,2300,PA-2024-0270,active,,378.64,0.1123
A0271,C026,part,P0111,,2583.29,2024-02-16,2025-12-16,64,PA-2024-0271,superseded,A0272,2202.33,0.173
A0272,C026,part,P0111,,2875.75,2025-12-17,2027-04-25,962,PA-2025-0272,active,,2583.29,0.1132
A0273,C026,part,P0120,,2516.77,2024-03-18,2027-04-12,300,PA-2024-0273,active,,2395.91,0.0504
A0274,C027,part,P0025,,14263.21,2024-03-25,2027-01-03,180,PA-2024-0274,active,,12418.54,0.1485
A0275,C027,part,P0036,,14934.49,2024-07-12,2027-02-13,102,PA-2024-0275,active,,12395.07,0.2049
A0276,C027,part,P0079,,10224.32,2024-04-14,2026-01-19,414,PA-2024-0276,superseded,A0277,7997.24,0.2785
A0277,C027,part,P0079,,10762.54,2026-03-24,2027-09-04,130,PA-2026-0277,active,,10224.32,0.0526
A0278,C027,part,P0039,,13508.58,2024-02-23,2025-07-21,405,PA-2024-0278,superseded,A0279,12840.47,0.052
A0279,C027,part,P0039,,15009.88,2025-10-30,2026-10-19,195,PA-2025-0279,active,,13508.58,0.1111
A0280,C027,part,P0034,,12968.18,2024-06-03,2025-09-28,44,PA-2024-0280,superseded,A0281,11350.86,0.1425
A0281,C027,part,P0034,,14668.78,2025-08-23,2026-10-17,525,PA-2025-0281,active,,12968.18,0.1311
A0282,C027,part,P0071,,9191.87,2024-05-21,2027-04-28,414,PA-2024-0282,active,,8786.54,0.0461
A0283,C027,part,P0035,,12096.38,2024-07-17,2027-04-19,40,PA-2024-0283,active,,10619.93,0.139
A0284,C027,part,P0077,,8213.92,2024-05-12,2027-03-31,209,PA-2024-0284,active,,7646.57,0.0742
A0285,C027,part,P0072,,9362.29,2024-02-06,2026-09-11,360,PA-2024-0285,active,,8409.57,0.1133
A0286,C027,part,P0066,,8938.66,2024-04-28,2027-02-11,108,PA-2024-0286,active,,7819.36,0.1431
A0287,C028,part,P0001,,39133.08,2024-06-30,2026-10-02,240,PA-2024-0287,active,,33154.82,0.1803
A0288,C028,part,P0048,,483.99,2024-08-01,2025-08-26,1104,PA-2024-0288,superseded,A0289,460.32,0.0514
A0289,C028,part,P0048,,506.23,2025-08-27,2026-12-24,6104,PA-2025-0289,active,,483.99,0.0459
A0290,C028,part,P0068,,9140.52,2024-04-07,2027-04-18,204,PA-2024-0290,active,,8562.47,0.0675
A0291,C028,part,P0042,,490.41,2024-04-14,2027-06-17,760,PA-2024-0291,active,,467.07,0.05
A0292,C028,part,P0041,,532.02,2024-07-16,2027-04-22,17758,PA-2024-0292,active,,457.78,0.1622
A0293,C028,part,P0016,,42358.08,2024-02-11,2026-01-24,130,PA-2024-0293,superseded,A0294,36837.65,0.1499
A0294,C028,part,P0016,,46640.73,2026-01-06,2027-08-29,44,PA-2026-0294,active,,42358.08,0.1011
A0295,C028,part,P0060,,554.4,2024-06-25,2027-01-21,6850,PA-2024-0295,active,,483.34,0.147
A0296,C028,part,P0043,,453.77,2024-06-27,2027-08-01,4015,PA-2024-0296,active,,432.82,0.0484
A0297,C028,part,P0044,,547.62,2024-05-02,2026-09-26,16650,PA-2024-0297,active,,429.05,0.2764
A0298,C028,part,P0058,,607.42,2024-04-11,2027-04-20,7968,PA-2024-0298,active,,485.81,0.2503
A0299,C028,part,P0010,,38012.43,2024-07-13,2026-12-07,180,PA-2024-0299,active,,35352.54,0.0752
A0300,C028,part,P0072,,9052.0,2024-05-27,2026-10-16,368,PA-2024-0300,active,,8431.36,0.0736
A0301,C028,part,P0078,,8936.56,2024-06-08,2025-08-24,144,PA-2024-0301,superseded,A0302,7932.46,0.1266
A0302,C028,part,P0078,,9230.37,2025-07-13,2027-02-23,250,PA-2025-0302,active,,8936.56,0.0329
A0303,C029,family,,Vertical Probe Heads,33425.26,2024-07-05,2026-01-22,638,PA-2024-0303,expired,,29794.2,0.1219
A0304,C029,part,P0097,,47343.45,2024-04-13,2027-06-13,30,PA-2024-0304,active,,43406.19,0.0907
A0305,C029,part,P0088,,46879.24,2024-07-28,2025-01-05,24,PA-2024-0305,superseded,A0306,43228.28,0.0845
A0306,C029,part,P0088,,56351.35,2025-01-06,2025-08-11,54,PA-2025-0306,superseded,A0307,46879.24,0.2021
A0307,C029,part,P0088,,61914.86,2025-07-24,2026-03-30,33,PA-2025-0307,expired,,56351.35,0.0987
A0308,C030,part,P0089,,46115.04,2024-03-18,2027-04-25,30,PA-2024-0308,active,,41753.21,0.1045
A0309,C030,part,P0090,,41201.31,2024-05-27,2026-10-08,16,PA-2024-0309,active,,37650.17,0.0943
A0310,C030,part,P0073,,7852.12,2024-02-21,2027-08-26,154,PA-2024-0310,active,,7071.22,0.1104
A0311,C030,part,P0066,,8140.04,2024-02-05,2027-05-16,220,PA-2024-0311,active,,6780.98,0.2004
A0312,C030,part,P0065,,7325.47,2024-06-19,2027-06-27,40,PA-2024-0312,active,,6694.06,0.0943
A0313,C030,part,P0071,,8747.41,2024-03-17,2027-06-01,414,PA-2024-0313,active,,7619.72,0.148
A0314,C031,family,,Vertical Probe Heads,32463.97,2024-07-04,2026-10-02,406,PA-2024-0314,active,,30708.8,0.0572
A0315,C031,part,P0108,,2395.2,2024-04-23,2025-12-16,333,PA-2024-0315,expired,,1857.07,0.2898
A0316,C031,part,P0069,,7906.45,2024-02-27,2027-04-01,306,PA-2024-0316,active,,6703.95,0.1794
A0317,C031,part,P0078,,7388.85,2024-05-02,2026-09-23,54,PA-2024-0317,active,,6856.73,0.0776
A0318,C031,part,P0102,,1955.71,2024-07-26,2025-11-23,837,PA-2024-0318,superseded,A0319,1731.89,0.1292
A0319,C031,part,P0102,,2163.59,2025-11-05,2027-05-31,512,PA-2025-0319,active,,1955.71,0.1063
A0320,C031,part,P0073,,7980.95,2024-05-26,2025-09-13,161,PA-2024-0320,superseded,A0321,7066.53,0.1294
A0321,C031,part,P0073,,8260.34,2025-09-14,2027-01-16,198,PA-2025-0321,active,,7980.95,0.035
A0322,C031,part,P0004,,37196.69,2024-05-21,2027-02-11,50,PA-2024-0322,active,,29808.22,0.2479
A0323,C031,part,P0114,,1893.8,2024-02-05,2027-07-21,130,PA-2024-0323,active,,1824.38,0.038
A0324,C032,part,P0088,,53222.56,2024-03-29,2027-01-21,22,PA-2024-0324,active,,51170.49,0.0401
A0325,C032,part,P0095,,46049.7,2024-05-14,2026-12-06,22,PA-2024-0325,active,,42868.24,0.0742
A0326,C032,part,P0046,,449.73,2024-06-28,2026-01-29,11169,PA-2024-0326,superseded,A0327,417.38,0.0775
A0327,C032,part,P0046,,489.14,2026-01-30,2027-04-07,11158,PA-2026-0327,active,,449.73,0.0876
A0328,C032,part,P0042,,481.27,2024-04-08,2027-02-10,9240,PA-2024-0328,active,,463.67,0.0379
A0329,C032,part,P0098,,56191.27,2024-05-17,2027-08-04,48,PA-2024-0329,active,,52241.14,0.0756
A0330,C032,part,P0097,,61013.95,2024-07-12,2026-09-01,8,PA-2024-0330,active,,51381.08,0.1875
A0331,C032,part,P0100,,54719.43,2024-04-12,2027-03-25,27,PA-2024-0331,active,,49493.62,0.1056
A0332,C032,part,P0055,,433.16,2024-02-22,2026-05-27,4194,PA-2024-0332,expired,,389.9,0.1109
A0333,C032,part,P0002,,40235.26,2024-04-16,2027-04-01,145,PA-2024-0333,active,,36614.14,0.0989
A0334,C032,part,P0044,,544.34,2024-04-19,2027-01-04,17654,PA-2024-0334,active,,425.93,0.278
A0335,C032,part,P0081,,52466.08,2024-08-01,2025-10-17,81,PA-2024-0335,superseded,A0336,46658.96,0.1245
A0336,C032,part,P0081,,58729.84,2025-10-18,2026-12-07,21,PA-2025-0336,active,,52466.08,0.1194
A0337,C032,part,P0053,,458.42,2024-06-07,2026-12-04,2872,PA-2024-0337,active,,402.4,0.1392
A0338,C032,part,P0011,,36333.77,2024-04-28,2027-07-16,45,PA-2024-0338,active,,33046.97,0.0995
A0339,C032,part,P0051,,482.65,2024-03-21,2027-01-18,1368,PA-2024-0339,active,,433.4,0.1136
A0340,C032,part,P0041,,495.09,2024-03-07,2026-10-31,7543,PA-2024-0340,active,,454.45,0.0894
A0341,C033,family,,Burn-In Sockets,466.58,2024-05-08,2027-05-16,480,PA-2024-0341,active,,411.31,0.1344
A0342,C033,part,P0054,,516.55,2024-02-05,2025-04-02,7210,PA-2024-0342,superseded,A0343,460.62,0.1214
A0343,C033,part,P0054,,547.68,2025-04-03,2026-10-08,7080,PA-2025-0343,active,,516.55,0.0603
A0344,C033,part,P0033,,14853.44,2024-03-09,2025-08-07,132,PA-2024-0344,superseded,A0345,11819.82,0.2567
A0345,C033,part,P0033,,16586.4,2025-10-26,2027-04-10,171,PA-2025-0345,active,,14853.44,0.1167
A0346,C033,part,P0043,,425.01,2024-06-27,2025-05-18,7750,PA-2024-0346,superseded,A0347,405.65,0.0477
A0347,C033,part,P0043,,466.0,2025-05-19,2026-04-24,8910,PA-2025-0347,expired,,425.01,0.0964
A0348,C033,part,P0040,,11133.35,2024-04-18,2026-09-16,51,PA-2024-0348,active,,10789.72,0.0318
A0349,C033,part,P0046,,440.93,2024-03-22,2027-06-10,5100,PA-2024-0349,active,,394.04,0.119
A0350,C033,part,P0028,,13175.68,2024-07-16,2027-05-17,51,PA-2024-0350,active,,10702.11,0.2311
A0351,C033,part,P0027,,13152.85,2024-04-09,2025-03-19,170,PA-2024-0351,superseded,A0352,11667.4,0.1273
A0352,C033,part,P0027,,14356.62,2025-03-20,2026-01-02,48,PA-2025-0352,expired,,13152.85,0.0915
A0353,C033,part,P0022,,11515.98,2024-03-11,2026-09-16,368,PA-2024-0353,active,,10716.65,0.0746
A0354,C033,part,P0051,,450.62,2024-03-07,2025-08-17,5742,PA-2024-0354,superseded,A0355,409.17,0.1013
A0355,C033,part,P0051,,496.56,2025-07-27,2027-03-30,3608,PA-2025-0355,active,,450.62,0.1019
A0356,C034,family,,Cantilever Probe Cards,10530.6,2024-06-12,2025-06-03,480,PA-2024-0356,superseded,A0357,9723.25,0.083
A0357,C034,family,,Cantilever Probe Cards,11782.47,2025-06-04,2026-10-08,240,PA-2025-0357,active,,10530.6,0.1189
A0358,C034,part,P0040,,9882.35,2024-07-10,2025-08-22,336,PA-2024-0358,superseded,A0359,9315.54,0.0608
A0359,C034,part,P0040,,10828.24,2025-07-26,2026-08-14,360,PA-2025-0359,active,A0360,9882.35,0.0957
A0360,C034,part,P0040,,11747.72,2026-08-15,2027-05-30,432,PA-2026-0360,active,,10828.24,0.0849
A0361,C034,part,P0063,,7248.92,2024-05-24,2026-10-09,225,PA-2024-0361,active,,5960.74,0.2161
A0362,C034,part,P0082,,51335.78,2024-03-17,2027-05-12,116,PA-2024-0362,active,,42427.33,0.21
A0363,C034,part,P0100,,45263.33,2024-04-13,2025-09-08,45,PA-2024-0363,superseded,A0364,40342.09,0.122
A0364,C034,part,P0100,,47792.28,2025-09-09,2027-04-11,32,PA-2025-0364,active,,45263.33,0.0559
A0365,C034,part,P0027,,10615.66,2024-06-17,2026-10-03,110,PA-2024-0365,active,,10073.3,0.0538
A0366,C034,part,P0067,,7433.6,2024-07-01,2027-04-13,300,PA-2024-0366,active,,6722.83,0.1057
A0367,C034,part,P0081,,39776.35,2024-04-16,2027-07-31,18,PA-2024-0367,active,,38031.57,0.0459
A0368,C034,part,P0074,,6909.96,2024-06-03,2025-04-08,22,PA-2024-0368,superseded,A0369,6197.61,0.1149
A0369,C034,part,P0074,,7717.2,2025-04-09,2026-07-08,300,PA-2025-0369,superseded,A0370,6909.96,0.1168
A0370,C034,part,P0074,,8896.19,2026-07-09,2027-07-20,378,PA-2026-0370,active,,7717.2,0.1528
A0371,C034,part,P0023,,9523.27,2024-06-03,2025-06-12,414,PA-2024-0371,superseded,A0372,8904.22,0.0695
A0372,C034,part,P0023,,9949.48,2025-06-13,2026-09-14,64,PA-2025-0372,active,,9523.27,0.0448
A0373,C034,part,P0097,,44038.0,2024-06-01,2027-01-24,72,PA-2024-0373,active,,41880.56,0.0515
A0374,C035,family,,Burn-In Sockets,533.45,2024-07-08,2026-12-28,140,PA-2024-0374,active,,424.87,0.2556
A0375,C035,part,P0077,,7952.5,2024-05-17,2027-08-19,100,PA-2024-0375,active,,7422.06,0.0715
A0376,C035,part,P0066,,8439.14,2024-02-12,2025-03-02,364,PA-2024-0376,superseded,A0377,7589.77,0.1119
A0377,C035,part,P0066,,9272.93,2025-03-03,2025-12-16,114,PA-2025-0377,expired,,8439.14,0.0988
A0378,C035,part,P0047,,460.8,2024-03-26,2026-10-29,5616,PA-2024-0378,active,,417.12,0.1047
A0379,C035,part,P0063,,8442.71,2024-05-25,2027-03-18,322,PA-2024-0379,active,,7131.74,0.1838
A0380,C035,part,P0072,,10257.71,2024-03-16,2026-12-26,338,PA-2024-0380,active,,8162.66,0.2567
A0381,C035,part,P0041,,461.51,2024-06-07,2026-09-23,918,PA-2024-0381,active,,443.19,0.0413
A0382,C035,part,P0061,,8687.76,2024-07-04,2026-10-24,16,PA-2024-0382,active,,8333.67,0.0425
A0383,C035,part,P0046,,464.82,2024-02-29,2025-02-18,4214,PA-2024-0383,superseded,A0384,407.04,0.142
A0384,C035,part,P0046,,511.97,2025-02-19,2026-08-12,3450,PA-2025-0384,superseded,A0385,464.82,0.1014
A0385,C035,part,P0046,,612.3,2026-07-20,2027-08-22,3322,PA-2026-0385,active,,511.97,0.196
A0386,C035,part,P0054,,614.13,2024-03-29,2027-07-21,8960,PA-2024-0386,active,,475.82,0.2907
A0387,C036,part,P0019,,37646.99,2024-07-03,2027-08-09,68,PA-2024-0387,active,,36541.61,0.0303
A0388,C036,part,P0094,,48332.8,2024-02-26,2025-09-25,27,PA-2024-0388,superseded,A0389,44477.65,0.0867
A0389,C036,part,P0094,,50741.96,2025-09-26,2027-06-13,19,PA-2025-0389,active,,48332.8,0.0498
A0390,C036,part,P0087,,46848.1,2024-06-23,2027-08-27,75,PA-2024-0390,active,,40920.46,0.1449
A0391,C036,part,P0098,,54024.84,2024-08-01,2026-06-23,24,PA-2024-0391,expired,,48353.14,0.1173
A0392,C036,part,P0081,,48369.85,2024-06-24,2025-05-25,30,PA-2024-0392,superseded,A0393,43186.41,0.12
A0393,C036,part,P0081,,52724.82,2025-04-18,2026-05-09,22,PA-2025-0393,superseded,A0394,48369.85,0.09
A0394,C036,part,P0081,,58471.83,2026-05-10,2027-04-03,29,PA-2026-0394,active,,52724.82,0.109
A0395,C036,part,P0003,,32441.45,2024-03-23,2026-10-02,72,PA-2024-0395,active,,28838.65,0.1249
A0396,C036,part,P0014,,39571.48,2024-02-26,2027-01-31,57,PA-2024-0396,active,,35539.51,0.1135
A0397,C036,part,P0097,,51307.59,2024-07-03,2026-12-14,16,PA-2024-0397,active,,47557.09,0.0789
A0398,C036,part,P0013,,33652.08,2024-03-01,2027-04-22,133,PA-2024-0398,active,,29932.71,0.1243
A0399,C036,part,P0069,,7673.24,2024-05-08,2025-01-30,144,PA-2024-0399,superseded,A0400,7126.28,0.0768
A0400,C036,part,P0069,,8253.4,2024-12-29,2026-02-04,150,PA-2024-0400,superseded,A0401,7673.24,0.0756
A0401,C036,part,P0069,,8931.66,2026-02-05,2027-01-21,135,PA-2026-0401,active,,8253.4,0.0822
A0402,C036,part,P0007,,31488.09,2024-03-01,2027-07-13,11,PA-2024-0402,active,,28852.19,0.0914
A0403,C036,part,P0001,,32062.97,2024-05-01,2026-02-02,25,PA-2024-0403,expired,,30464.11,0.0525
A0404,C037,part,P0091,,50240.14,2024-04-07,2026-10-04,72,PA-2024-0404,active,,48152.8,0.0433
A0405,C037,part,P0002,,35276.6,2024-03-27,2027-04-29,63,PA-2024-0405,active,,34185.67,0.0319
A0406,C037,part,P0006,,30910.2,2024-06-05,2026-03-06,63,PA-2024-0406,superseded,A0407,29748.96,0.039
A0407,C037,part,P0006,,34960.24,2026-03-07,2027-06-25,216,PA-2026-0407,active,,30910.2,0.131
A0408,C037,part,P0013,,32459.11,2024-05-29,2025-08-10,112,PA-2024-0408,superseded,A0409,30194.6,0.075
A0409,C037,part,P0013,,34286.66,2025-10-03,2026-07-16,120,PA-2025-0409,superseded,A0410,32459.11,0.0563
A0410,C037,part,P0013,,38358.6,2026-07-17,2027-06-13,196,PA-2026-0410,active,,34286.66,0.1188
A0411,C037,part,P0098,,51915.7,2024-06-29,2027-04-17,78,PA-2024-0411,active,,48776.19,0.0644
A0412,C037,part,P0056,,450.35,2024-02-16,2027-05-26,18475,PA-2024-0412,active,,436.77,0.0311
A0413,C037,part,P0019,,38847.17,2024-03-31,2027-04-18,104,PA-2024-0413,active,,36861.31,0.0539
A0414,C038,family,,Load Boards,9154.55,2024-05-17,2027-07-17,182,PA-2024-0414,active,,8013.72,0.1424
A0415,C038,part,P0114,,2170.94,2024-02-15,2027-02-02,448,PA-2024-0415,active,,2075.26,0.0461
A0416,C038,part,P0105,,2205.51,2024-07-19,2027-06-25,286,PA-2024-0416,active,,2110.97,0.0448
A0417,C039,part,P0015,,32896.19,2024-02-25,2027-05-11,84,PA-2024-0417,active,,31815.16,0.034
A0418,C039,part,P0049,,445.59,2024-05-30,2025-02-18,5577,PA-2024-0418,superseded,A0419,430.06,0.0361
A0419,C039,part,P0049,,457.68,2025-01-26,2026-01-21,15288,PA-2025-0419,superseded,A0420,445.59,0.0271
A0420,C039,part,P0049,,509.12,2026-01-22,2026-09-30,7968,PA-2026-0420,active,,457.68,0.1124
A0421,C039,part,P0041,,475.79,2024-03-10,2024-10-25,6615,PA-2024-0421,superseded,A0422,453.31,0.0496
A0422,C039,part,P0041,,530.49,2024-10-26,2025-07-26,15132,PA-2024-0422,superseded,A0423,475.79,0.115
A0423,C039,part,P0041,,554.16,2025-10-02,2026-03-16,3213,PA-2025-0423,expired,,530.49,0.0446
A0424,C039,part,P0052,,515.55,2024-04-23,2027-03-19,13500,PA-2024-0424,active,,486.42,0.0599
A0425,C039,part,P0046,,477.58,2024-07-29,2027-03-22,11425,PA-2024-0425,active,,416.33,0.1471
A0426,C039,part,P0057,,496.94,2024-06-21,2027-01-10,3302,PA-2024-0426,active,,463.08,0.0731
A0427,C039,part,P0048,,528.5,2024-04-13,2027-08-09,5117,PA-2024-0427,active,,455.83,0.1594
A0428,C039,part,P0020,,39033.02,2024-05-25,2027-03-01,152,PA-2024-0428,active,,35968.28,0.0852
A0429,C039,part,P0016,,38919.93,2024-06-10,2027-05-04,102,PA-2024-0429,active,,36478.05,0.0669
A0430,C039,part,P0001,,34169.36,2024-04-12,2027-08-20,14,PA-2024-0430,active,,32831.18,0.0408
A0431,C039,part,P0060,,570.8,2024-03-18,2025-02-28,23070,PA-2024-0431,superseded,A0432,478.62,0.1926
A0432,C039,part,P0060,,597.61,2025-02-14,2026-09-15,4147,PA-2025-0432,active,A0433,570.8,0.047
A0433,C039,part,P0060,,641.51,2026-09-16,2027-08-23,7326,PA-2026-0433,active,,597.61,0.0735
A0434,C039,part,P0050,,520.43,2024-02-25,2024-12-14,6324,PA-2024-0434,superseded,A0435,470.47,0.1062
A0435,C039,part,P0050,,571.52,2024-12-15,2025-11-19,5211,PA-2024-0435,superseded,A0436,520.43,0.0982
A0436,C039,part,P0050,,588.67,2025-11-20,2027-02-08,6403,PA-2025-0436,active,,571.52,0.03
A0437,C040,part,P0053,,354.18,2024-07-27,2025-08-24,8729,PA-2024-0437,superseded,A0438,336.3,0.0532
A0438,C040,part,P0053,,379.12,2025-12-03,2026-08-31,6288,PA-2025-0438,active,,354.18,0.0704
A0439,C040,part,P0057,,435.88,2024-06-30,2027-04-12,5425,PA-2024-0439,active,,387.98,0.1235
A0440,C040,part,P0029,,11487.56,2024-03-25,2027-01-20,280,PA-2024-0440,active,,11082.6,0.0365
A0441,C040,part,P0034,,10044.73,2024-07-08,2026-10-05,180,PA-2024-0441,active,,9441.62,0.0639
A0442,C040,part,P0059,,347.87,2024-07-23,2025-10-21,3472,PA-2024-0442,superseded,A0443,322.03,0.0803
A0443,C040,part,P0059,,387.25,2025-09-19,2027-06-17,8576,PA-2025-0443,active,,347.87,0.1132
A0444,C040,part,P0026,,10599.17,2024-05-10,2026-05-14,330,PA-2024-0444,expired,,9831.33,0.0781
A0445,C040,part,P0039,,11763.22,2024-04-26,2025-04-30,170,PA-2024-0445,superseded,A0446,10680.68,0.1014
A0446,C040,part,P0039,,12820.75,2025-05-01,2026-02-16,552,PA-2025-0446,expired,,11763.22,0.0899
A0447,C040,part,P0058,,452.79,2024-06-12,2025-12-25,11772,PA-2024-0447,superseded,A0448,403.05,0.1234
A0448,C040,part,P0058,,475.58,2025-11-18,2027-06-29,2948,PA-2025-0448,active,,452.79,0.0503
A0449,C040,part,P0041,,394.1,2024-03-20,2025-05-26,1479,PA-2024-0449,superseded,A0450,379.8,0.0377
A0450,C040,part,P0041,,432.63,2025-07-17,2026-10-21,7740,PA-2025-0450,active,,394.1,0.0978
A0451,C040,part,P0027,,10835.11,2024-07-24,2026-10-17,399,PA-2024-0451,active,,10328.26,0.0491
A0452,C040,part,P0024,,9309.01,2024-03-29,2027-08-25,440,PA-2024-0452,active,,8952.0,0.0399
A0453,C017,part,P0056,,452.2,2024-02-27,2027-05-29,5930,PA-2024-0453,active,,412.43,0.0964
A0454,C008,part,P0112,,2511.95,2024-09-14,2026-01-16,88,PA-2024-0454,expired,,2228.53,0.1272
A0455,C023,part,P0085,,39596.01,2024-10-12,2027-03-02,11,PA-2024-0455,active,,38079.41,0.0398
A0456,C037,part,P0013,,39104.18,2026-10-05,2027-07-14,208,PA-2026-0456,active,,35154.85,0.1123
A0457,C015,part,P0092,,49956.91,2026-01-21,2027-09-11,112,PA-2026-0457,active,,46867.46,0.0659
A0458,C012,part,P0120,,2473.29,2024-06-10,2027-09-27,754,PA-2024-0458,active,,2350.16,0.0524
A0459,C020,part,P0049,,419.59,2024-10-07,2026-08-16,5129,PA-2024-0459,active,,404.33,0.0377
A0460,C014,part,P0087,,38590.12,2024-07-29,2026-11-02,28,PA-2024-0460,active,,35447.83,0.0886
A0461,C035,part,P0046,,576.84,2026-08-25,2027-09-17,780,PA-2026-0461,active,,501.99,0.1491
