quote_id,line_no,customer_id,product_id,rep_id,quote_date,quantity,quoted_price,stage,approval_ref,exception_reason_code
Q-2024-000200,3,C004,P0099,R04,2024-11-01,2,50875.99,won,,
Q-2024-000201,1,C035,P0041,R01,2024-11-18,82,462.26,won,,
Q-2024-000201,2,C035,P0063,R01,2024-11-18,14,8443.52,won,,
Q-2024-000202,1,C023,P0081,R11,2024-11-11,3,48453.76,lost,,
Q-2024-000202,2,C023,P0050,R11,2024-11-11,142,478.39,lost,,
Q-2024-000203,1,C040,P0029,R04,2024-11-29,22,11027.69,won,,
Q-2024-000203,2,C040,P0024,R04,2024-11-29,9,9324.86,lost,,
Q-2024-000203,3,C040,P0041,R04,2024-11-29,395,395.58,lost,,
Q-2024-000204,1,C013,P0023,R01,2024-11-27,17,10933.47,won,,
Q-2024-000205,1,C001,P0015,R01,2024-11-13,1,32391.17,won,,
Q-2024-000206,1,C011,P0083,R11,2024-11-22,4,46685.17,lost,,
Q-2024-000207,1,C032,P0081,R08,2024-11-21,4,52524.14,lost,,
Q-2024-000207,2,C032,P0095,R08,2024-11-21,2,46092.13,lost,,
Q-2024-000208,1,C010,P0022,R10,2024-11-12,3,10353.51,won,,
Q-2024-000208,2,C010,P0087,R10,2024-11-12,1,41987.82,won,,
Q-2024-000208,3,C010,P0034,R10,2024-11-12,16,11245.04,won,,
Q-2024-000209,1,C037,P0019,R05,2024-11-20,8,36849.08,won,,
Q-2024-000209,2,C037,P0091,R05,2024-11-20,4,50430.54,lost,,
Q-2024-000210,1,C025,P0118,R02,2024-11-19,8,2252.45,lost,,
Q-2024-000211,1,C038,P0114,R08,2024-11-16,27,2169.16,won,,
Q-2024-000212,1,C026,P0112,R02,2024-11-30,18,2553.01,lost,,
Q-2024-000213,1,C039,P0057,R03,2024-11-11,442,495.92,won,,
Q-2024-000214,1,C027,P0034,R03,2024-11-29,23,12966.8,lost,,
Q-2024-000214,2,C027,P0077,R03,2024-11-29,16,8233.09,lost,,
Q-2024-000215,1,C040,P0053,R04,2024-11-21,439,352.91,won,,
Q-2024-000216,1,C006,P0089,R05,2024-11-17,1,49254.9,won,,
Q-2024-000217,1,C024,P0054,R12,2024-11-07,551,431.3,lost,,
Q-2024-000218,2,C004,P0100,R04,2024-11-23,4,51290.19,lost,,
Q-2024-000218,3,C004,P0029,R04,2024-11-23,5,11829.04,won,,
Q-2024-000219,1,C009,P0099,R09,2024-11-24,2,45044.75,won,,
Q-2024-000219,2,C009,P0065,R09,2024-11-24,9,7126.04,won,,
Q-2024-000220,1,C001,P0005,R01,2024-11-06,8,34034.07,won,,
Q-2024-000220,2,C001,P0042,R01,2024-11-06,674,402.22,won,,
Q-2024-000222,1,C010,P0027,R10,2024-11-12,21,12484.26,won,,
Q-2024-000223,1,C036,P0087,R12,2024-11-15,4,40726.35,won,,
Q-2024-000224,2,C008,P0005,R08,2024-11-10,8,36080.83,lost,,
Q-2024-000225,1,C004,P0031,R03,2024-11-21,6,11871.64,lost,,
Q-2024-000225,2,C004,P0098,R03,2024-11-21,2,53174.68,won,,
Q-2024-000225,3,C004,P0023,R03,2024-11-21,12,10792.59,lost,,
Q-2024-000226,1,C011,P0083,R11,2024-11-23,2,41227.36,won,,
Q-2024-000226,2,C011,P0084,R11,2024-11-23,1,46749.9,won,,
Q-2024-000226,3,C011,P0106,R11,2024-11-23,23,1902.52,lost,,
Q-2024-000226,4,C011,P0073,R11,2024-11-23,11,7981.18,lost,,
Q-2024-000227,1,C011,P0091,R11,2024-11-02,2,51386.89,won,,
Q-2024-000227,2,C011,P0083,R11,2024-11-02,4,41068.74,won,,
Q-2024-000229,2,C027,P0039,R03,2024-11-14,5,12894.55,won,,
Q-2024-000229,3,C027,P0035,R03,2024-11-14,15,12140.74,lost,,
Q-2024-000230,1,C026,P0050,R02,2024-11-22,507,528.12,lost,,
Q-2024-000230,2,C026,P0052,R02,2024-11-22,229,538.0,won,,
Q-2024-000230,3,C026,P0042,R02,2024-11-22,80,501.66,won,,
Q-2024-000231,1,C032,P0081,R11,2024-11-30,2,52349.08,won,,
Q-2024-000232,2,C040,P0029,R08,2024-11-24,3,11459.0,won,,
Q-2024-000233,1,C032,P0055,R08,2024-11-14,591,434.55,lost,,
Q-2024-000234,1,C031,P0114,R07,2024-11-11,11,1891.88,lost,,
Q-2024-000236,1,C018,P0089,R06,2024-11-06,4,54524.37,won,,
Q-2024-000236,2,C018,P0011,R06,2024-11-06,8,30615.61,won,,
Q-2024-000237,1,C037,P0056,R07,2024-11-30,527,451.65,lost,,
Q-2024-000237,2,C037,P0098,R07,2024-11-30,1,51865.38,won,,
Q-2024-000238,1,C011,P0083,R11,2024-11-05,2,41067.09,won,,
Q-2024-000239,1,C009,P0080,R09,2024-11-01,16,7464.33,lost,,
Q-2024-000239,2,C009,P0093,R09,2024-11-01,4,41184.76,won,,
Q-2024-000240,1,C036,P0013,R12,2024-11-24,6,33557.66,won,,
Q-2024-000241,1,C007,P0002,R07,2024-11-18,6,35919.74,won,,
Q-2024-000242,1,C010,P0055,R10,2024-11-28,604,347.55,lost,,
Q-2024-000242,2,C010,P0027,R10,2024-11-28,24,12519.56,won,,
Q-2024-000243,1,C024,P0073,R12,2024-11-06,11,7438.49,lost,,
Q-2024-000244,1,C009,P0068,R09,2024-11-07,12,7732.23,won,,
Q-2024-000244,2,C009,P0080,R09,2024-11-07,11,7450.0,lost,,
Q-2024-000244,3,C009,P0065,R09,2024-11-07,7,6579.95,lost,,
Q-2024-000245,1,C009,P0093,R09,2024-11-27,4,41072.5,lost,,
Q-2024-000246,1,C030,P0066,R06,2024-11-13,13,8164.91,won,,
Q-2024-000247,1,C027,P0039,R03,2024-11-14,20,13557.56,lost,,
Q-2024-000247,2,C027,P0035,R03,2024-11-14,21,12108.9,won,,
Q-2024-000247,4,C027,P0071,R03,2024-11-14,9,9165.8,won,,
Q-2024-000249,1,C017,P0005,R05,2024-11-09,2,30252.13,lost,DR-2024-0008,volume_ramp_concession
Q-2024-000250,1,C005,P0073,R05,2024-11-25,9,7178.81,won,,
Q-2024-000250,2,C005,P0017,R05,2024-11-25,7,32811.69,won,,
Q-2024-000250,3,C005,P0010,R05,2024-11-25,1,32952.5,won,,
Q-2024-000251,1,C007,P0061,R07,2024-11-04,17,8525.47,lost,,
Q-2024-000252,1,C022,P0118,R10,2024-11-09,16,2714.83,won,,
Q-2024-000253,1,C017,P0048,R05,2024-11-15,709,392.26,won,,
Q-2024-000253,2,C017,P0005,R05,2024-11-15,2,32036.35,won,,
Q-2024-000253,3,C017,P0002,R05,2024-11-15,3,31400.0,won,,
Q-2024-000254,1,C025,P0076,R01,2024-11-03,5,6281.53,won,,
Q-2024-000254,2,C025,P0108,R01,2024-11-03,18,1976.96,won,,
Q-2024-000254,3,C025,P0063,R01,2024-11-03,9,6653.96,won,,
Q-2024-000254,4,C025,P0118,R01,2024-11-03,11,2251.34,won,,
Q-2024-000255,1,C040,P0053,R04,2024-11-14,73,354.68,won,,
Q-2024-000255,2,C040,P0058,R04,2024-11-14,96,452.99,won,,
Q-2024-000255,3,C040,P0024,R04,2024-11-14,9,9314.26,lost,,
Q-2024-000255,4,C040,P0034,R04,2024-11-14,2,10066.56,won,,
Q-2024-000256,1,C007,P0002,R07,2024-11-15,3,37209.7,lost,,
Q-2024-000256,2,C007,P0061,R07,2024-11-15,6,8406.77,won,,
Q-2024-000258,1,C033,P0040,R09,2024-11-11,14,10756.07,won,,
Q-2024-000259,1,C015,P0088,R03,2024-11-10,1,43935.42,lost,,
Q-2024-000259,2,C015,P0072,R03,2024-11-10,20,7395.14,won,,
Q-2024-000259,3,C015,P0092,R03,2024-11-10,4,46918.11,lost,,
Q-2024-000259,4,C015,P0077,R03,2024-11-10,18,6646.84,won,,
Q-2024-000260,1,C012,P0053,R02,2024-11-30,723,432.83,lost,,
Q-2024-000261,1,C019,P0103,R07,2024-11-20,13,2252.97,won,,
Q-2024-000261,2,C019,P0030,R07,2024-11-20,9,12209.88,lost,,
Q-2024-000262,1,C034,P0067,R10,2024-11-11,4,7427.22,lost,,
Q-2024-000263,1,C009,P0068,R09,2024-11-17,7,7706.29,won,,
Q-2024-000264,2,C010,P0055,R09,2024-11-25,701,335.0,won,,
Q-2024-000264,3,C010,P0056,R09,2024-11-25,236,407.17,won,,
Q-2024-000265,1,C032,P0002,R01,2024-11-03,6,40357.26,won,,
Q-2024-000265,2,C032,P0011,R01,2024-11-03,3,36465.15,won,,
Q-2024-000265,3,C032,P0046,R01,2024-11-03,756,449.32,lost,,
Q-2024-000266,1,C001,P0005,R01,2024-11-03,1,33942.47,won,,
Q-2024-000267,1,C027,P0036,R03,2024-11-10,19,14938.4,lost,,
Q-2024-000268,1,C015,P0072,R06,2024-11-30,8,7430.2,lost,,
Q-2024-000269,1,C015,P0072,R03,2024-11-22,5,7421.49,won,,
Q-2024-000270,1,C003,P0022,R01,2024-11-12,20,10004.16,won,,
Q-2024-000270,2,C003,P0039,R01,2024-11-12,10,11324.55,won,,
Q-2024-000271,1,C007,P0002,R07,2024-11-25,4,36118.05,won,,
Q-2024-000272,1,C006,P0016,R06,2024-11-30,4,38904.2,lost,,
Q-2024-000273,1,C032,P0081,R08,2024-11-21,2,52540.98,won,,
Q-2024-000274,1,C031,P0108,R07,2024-11-26,14,2403.99,won,,
Q-2024-000275,1,C003,P0027,R10,2024-11-01,11,11112.0,lost,,
Q-2024-000275,2,C003,P0050,R10,2024-11-01,621,394.21,lost,,
Q-2024-000275,3,C003,P0024,R10,2024-11-01,9,9744.78,won,,
Q-2024-000276,1,C007,P0047,R07,2024-11-21,100,416.48,won,,
Q-2024-000276,2,C007,P0059,R07,2024-11-21,176,380.07,won,,
Q-2024-000277,1,C004,P0098,R04,2024-11-02,3,53183.93,won,,
Q-2024-000278,1,C027,P0079,R03,2024-11-26,11,10258.05,won,,
Q-2024-000278,2,C027,P0066,R03,2024-11-26,15,8934.66,lost,,
Q-2024-000278,3,C027,P0077,R03,2024-11-26,5,8218.83,lost,,
Q-2024-000279,1,C016,P0086,R04,2024-11-22,4,53140.12,won,,
Q-2024-000280,1,C040,P0027,R04,2024-11-26,10,10818.4,lost,,
Q-2024-000281,1,C022,P0120,R03,2024-12-22,31,2928.91,won,,
Q-2024-000282,1,C006,P0016,R12,2024-12-21,6,39174.67,won,,
Q-2024-000282,2,C006,P0014,R12,2024-12-21,7,41492.82,won,,
Q-2024-000283,1,C014,P0094,R02,2024-12-24,3,41351.42,lost,,
Q-2024-000284,1,C008,P0112,R06,2024-12-14,31,2516.45,won,,
Q-2024-000285,1,C017,P0064,R01,2024-12-06,14,8281.0,won,,
Q-2024-000286,1,C009,P0095,R09,2024-12-09,3,36739.15,lost,,
Q-2024-000286,2,C009,P0099,R09,2024-12-09,2,45020.35,won,,
Q-2024-000287,1,C010,P0022,R10,2024-12-09,2,10333.89,won,,
Q-2024-000288,1,C015,P0097,R03,2024-12-21,4,45460.15,lost,DR-2024-0009,competitive_displacement
Q-2024-000288,3,C015,P0083,R03,2024-12-21,4,47948.79,won,,
Q-2024-000289,1,C014,P0091,R02,2024-12-11,3,46076.36,lost,,
Q-2024-000289,2,C014,P0090,R02,2024-12-11,2,36135.58,won,,
Q-2024-000289,3,C014,P0100,R02,2024-12-11,3,43379.35,lost,,
Q-2024-000290,1,C013,P0029,R01,2024-12-01,10,13293.74,won,,
Q-2024-000291,1,C032,P0041,R08,2024-12-19,276,495.32,won,,
Q-2024-000292,1,C028,P0042,R03,2024-12-05,730,488.96,won,,
Q-2024-000292,2,C028,P0060,R03,2024-12-05,738,554.32,won,,
Q-2024-000292,3,C028,P0068,R03,2024-12-05,17,9110.72,won,,
Q-2024-000293,1,C032,P0097,R07,2024-12-27,1,61036.06,lost,,
Q-2024-000293,2,C032,P0095,R07,2024-12-27,2,45891.32,lost,,
Q-2024-000294,1,C030,P0089,R12,2024-12-25,2,46068.76,lost,,
Q-2024-000295,1,C004,P0033,R04,2024-12-23,21,11845.43,lost,,
Q-2024-000296,1,C011,P0083,R11,2024-12-14,1,46865.58,lost,,
Q-2024-000296,2,C011,P0106,R11,2024-12-14,8,1915.9,won,,
Q-2024-000297,1,C040,P0041,R04,2024-12-06,69,379.49,lost,,
Q-2024-000297,2,C040,P0024,R04,2024-12-06,12,8981.4,lost,,
Q-2024-000297,3,C040,P0026,R04,2024-12-06,22,10573.35,won,,
Q-2024-000298,1,C015,P0092,R03,2024-12-20,3,47006.48,won,,
Q-2024-000298,2,C015,P0088,R03,2024-12-20,4,42634.18,won,,
Q-2024-000299,1,C037,P0098,R01,2024-12-05,3,51904.76,lost,,
Q-2024-000300,1,C034,P0063,R10,2024-12-01,4,7231.49,lost,,
Q-2024-000301,1,C022,P0112,R03,2024-12-02,7,2447.05,won,,
Q-2024-000302,1,C008,P0073,R08,2024-12-04,12,8218.48,won,,
Q-2024-000303,1,C025,P0118,R01,2024-12-11,10,2239.69,won,,
Q-2024-000304,1,C017,P0007,R05,2024-12-27,1,31612.45,lost,,
Q-2024-000305,1,C017,P0056,R05,2024-12-29,382,453.9,won,,
Q-2024-000306,2,C040,P0059,R02,2024-12-10,218,320.55,won,,
Q-2024-000308,1,C004,P0098,R04,2024-12-30,4,53357.62,lost,,
Q-2024-000308,2,C004,P0037,R04,2024-12-30,12,11850.94,won,,
Q-2024-000309,2,C040,P0053,R04,2024-12-25,554,354.89,lost,,
Q-2024-000310,1,C030,P0073,R06,2024-12-23,20,7823.81,lost,,
Q-2024-000311,1,C014,P0030,R02,2024-12-24,3,9113.85,won,,
Q-2024-000312,1,C028,P0001,R04,2024-12-09,7,39265.94,won,,
Q-2024-000313,1,C027,P0035,R03,2024-12-29,24,10563.12,lost,,
Q-2024-000313,2,C027,P0077,R03,2024-12-29,4,8193.46,won,,
Q-2024-000314,1,C028,P0078,R04,2024-12-11,12,8968.21,won,,
Q-2024-000314,2,C028,P0060,R04,2024-12-11,304,553.84,lost,,
Q-2024-000315,1,C024,P0073,R09,2024-12-23,4,7396.04,lost,,
Q-2024-000316,1,C015,P0083,R03,2024-12-08,1,47928.18,won,,
Q-2024-000317,1,C028,P0042,R04,2024-12-06,293,491.16,lost,,
Q-2024-000318,1,C007,P0053,R07,2024-12-25,562,420.8,lost,,
Q-2024-000319,1,C030,P0073,R06,2024-12-16,18,7842.69,won,,
Q-2024-000320,1,C012,P0087,R12,2024-12-10,4,42343.69,lost,,
Q-2024-000321,1,C003,P0039,R03,2024-12-27,12,11395.57,won,,
Q-2024-000321,2,C003,P0027,R03,2024-12-27,2,11120.28,won,,
Q-2024-000322,1,C031,P0073,R07,2024-12-09,20,7968.76,lost,,
Q-2024-000323,2,C014,P0100,R10,2024-12-06,1,43548.0,won,,
Q-2024-000323,3,C014,P0030,R10,2024-12-06,21,9054.37,won,,
Q-2024-000324,1,C039,P0050,R12,2024-12-27,276,570.33,won,,
Q-2024-000324,2,C039,P0048,R12,2024-12-27,145,530.24,won,,
Q-2024-000325,1,C019,P0030,R07,2024-12-07,9,12200.87,won,,
Q-2024-000325,2,C019,P0021,R07,2024-12-07,22,12082.17,won,,
Q-2024-000326,1,C017,P0007,R05,2024-12-30,4,31465.15,lost,,
Q-2024-000326,2,C017,P0005,R05,2024-12-30,1,32026.04,won,,
Q-2024-000327,1,C017,P0002,R05,2024-12-30,6,34779.54,won,DR-2024-0010,competitive_displacement
Q-2024-000328,1,C001,P0005,R01,2024-12-28,4,33927.26,won,,
Q-2024-000328,2,C001,P0015,R01,2024-12-28,7,32576.92,won,,
Q-2024-000328,3,C001,P0003,R01,2024-12-28,4,28101.59,lost,,
Q-2024-000329,1,C009,P0091,R09,2024-12-15,4,49098.58,won,,
Q-2024-000329,2,C009,P0094,R09,2024-12-15,4,46468.36,lost,,
Q-2024-000329,3,C009,P0068,R09,2024-12-15,9,7712.62,lost,,
Q-2024-000329,4,C009,P0093,R09,2024-12-15,3,41200.0,lost,,
Q-2024-000330,1,C014,P0090,R11,2024-12-13,2,36229.89,lost,,
Q-2024-000330,2,C014,P0033,R11,2024-12-13,12,10417.73,won,,
Q-2024-000331,1,C010,P0040,R10,2024-12-07,20,10731.41,won,,
Q-2024-000332,1,C025,P0076,R01,2024-12-03,2,6297.45,won,,
Q-2024-000333,1,C033,P0046,R09,2024-12-19,746,395.74,won,,
Q-2024-000333,2,C033,P0040,R09,2024-12-19,3,10806.95,won,,
Q-2024-000334,1,C011,P0106,R11,2024-12-09,4,1904.22,lost,,
Q-2024-000335,1,C003,P0022,R03,2024-12-02,19,10038.33,won,,
Q-2024-000336,1,C032,P0055,R08,2024-12-07,466,434.62,won,,
Q-2024-000336,2,C032,P0098,R08,2024-12-07,3,56238.6,won,,
Q-2024-000337,1,C019,P0040,R07,2024-12-26,21,11433.74,lost,,
Q-2024-000338,1,C036,P0014,R12,2024-12-11,4,39621.53,lost,,
Q-2024-000339,1,C002,P0066,R02,2024-12-22,17,7037.73,won,,
Q-2024-000339,2,C002,P0060,R02,2024-12-22,372,506.65,won,,
Q-2024-000339,3,C002,P0067,R02,2024-12-22,6,7443.28,lost,,
Q-2024-000339,4,C002,P0071,R02,2024-12-22,15,7499.12,won,,
Q-2024-000340,1,C017,P0005,R06,2024-12-23,7,32108.03,won,,
Q-2024-000340,3,C017,P0079,R06,2024-12-23,20,7487.75,won,,
Q-2024-000341,1,C017,P0001,R05,2024-12-18,2,34365.1,won,DR-2024-0011,competitive_displacement
Q-2024-000341,2,C017,P0068,R05,2024-12-18,16,7542.96,won,,
Q-2024-000342,1,C012,P0059,R12,2024-12-30,439,387.03,lost,,
Q-2024-000343,1,C015,P0098,R03,2024-12-06,3,48592.85,won,,
Q-2024-000343,2,C015,P0072,R03,2024-12-06,15,7413.51,won,,
Q-2024-000344,1,C004,P0031,R08,2024-12-31,14,11836.35,won,,
Q-2024-000344,2,C004,P0037,R08,2024-12-31,5,11804.12,won,,
Q-2024-000345,2,C011,P0080,R11,2024-12-17,14,7650.0,won,,
Q-2024-000345,3,C011,P0084,R11,2024-12-17,3,48958.44,won,,
Q-2024-000345,4,C011,P0091,R11,2024-12-17,4,51515.61,lost,,
Q-2024-000346,1,C033,P0040,R09,2024-12-27,22,11141.03,won,,
Q-2024-000347,1,C002,P0066,R02,2024-12-18,14,7056.11,lost,,
Q-2024-000348,1,C012,P0106,R12,2024-12-23,5,2081.68,lost,,
Q-2024-000349,1,C014,P0094,R02,2024-12-23,2,41191.34,won,,
Q-2024-000349,3,C014,P0091,R02,2024-12-23,2,46136.06,lost,,
Q-2024-000350,1,C032,P0011,R08,2024-12-07,6,36337.29,won,,
Q-2024-000351,1,C007,P0053,R07,2024-12-02,160,402.55,won,,
Q-2024-000351,2,C007,P0005,R07,2024-12-02,1,35350.22,lost,,
Q-2024-000352,1,C040,P0026,R12,2024-12-13,2,10561.18,lost,,
Q-2024-000353,1,C014,P0087,R02,2024-12-14,3,38477.28,lost,,
Q-2024-000353,2,C014,P0030,R02,2024-12-14,16,9118.63,won,,
Q-2024-000354,1,C017,P0049,R05,2024-12-02,327,365.92,lost,,
Q-2024-000355,1,C005,P0010,R05,2024-12-29,4,29314.32,won,,
Q-2024-000357,1,C010,P0035,R10,2024-12-13,13,9538.15,won,,
Q-2024-000357,2,C010,P0040,R10,2024-12-13,22,10727.51,won,,
Q-2024-000358,1,C001,P0042,R01,2024-12-04,331,402.03,won,,
Q-2024-000358,2,C001,P0003,R01,2024-12-04,1,30004.04,won,DR-2024-0012,competitive_displacement
Q-2024-000360,1,C021,P0002,R09,2024-12-08,2,30665.19,won,,
Q-2024-000360,2,C021,P0107,R09,2024-12-08,37,2099.22,won,,
Q-2024-000361,1,C028,P0042,R04,2024-12-13,302,492.01,lost,,
Q-2024-000361,2,C028,P0044,R04,2024-12-13,84,548.11,lost,,
Q-2024-000362,1,C005,P0073,R05,2024-12-24,3,7162.55,lost,,
Q-2024-000363,1,C006,P0086,R06,2024-12-17,1,47225.74,won,,
Q-2024-000363,2,C006,P0014,R06,2024-12-17,5,41702.73,won,,
Q-2024-000363,3,C006,P0085,R06,2024-12-17,2,46332.4,lost,,
Q-2024-000363,4,C006,P0084,R06,2024-12-17,4,47282.06,lost,,
Q-2024-000364,1,C021,P0002,R09,2024-12-21,4,30555.31,lost,,
Q-2024-000365,1,C039,P0015,R03,2024-12-06,3,33005.11,won,,
Q-2024-000365,2,C039,P0050,R03,2024-12-06,363,520.09,won,,
Q-2025-000366,1,C030,P0073,R06,2025-01-02,16,7869.24,won,,
Q-2025-000366,2,C030,P0090,R06,2025-01-02,1,41238.01,lost,,
Q-2025-000367,1,C011,P0083,R11,2025-01-08,4,46690.85,won,,
Q-2025-000367,2,C011,P0080,R11,2025-01-08,18,8222.38,won,,
Q-2025-000367,3,C011,P0106,R11,2025-01-08,19,1915.08,won,,
Q-2025-000368,1,C012,P0107,R01,2025-01-18,24,2508.16,lost,,
Q-2025-000369,1,C029,P0088,R05,2025-01-23,3,46780.9,won,,
Q-2025-000370,1,C001,P0003,R01,2025-01-29,2,28260.68,lost,,
Q-2025-000371,1,C012,P0087,R12,2025-01-12,1,42729.38,won,,
Q-2025-000372,1,C009,P0095,R09,2025-01-03,3,41132.56,won,,
Q-2025-000372,2,C009,P0091,R09,2025-01-03,2,44041.88,lost,,
Q-2025-000372,3,C009,P0094,R09,2025-01-03,1,46244.38,won,,
Q-2025-000372,4,C009,P0068,R09,2025-01-03,10,7688.53,won,,
Q-2025-000373,1,C030,P0066,R06,2025-01-26,12,8135.88,won,,
Q-2025-000373,2,C030,P0073,R06,2025-01-26,16,7859.17,won,,
Q-2025-000374,1,C004,P0100,R04,2025-01-12,2,51166.03,won,,
Q-2025-000374,2,C004,P0031,R04,2025-01-12,11,11868.59,won,,
Q-2025-000374,3,C004,P0033,R04,2025-01-12,21,11871.04,lost,,
Q-2025-000375,1,C024,P0041,R12,2025-01-20,454,417.09,won,,
Q-2025-000375,2,C024,P0054,R12,2025-01-20,765,431.24,lost,,
Q-2025-000376,1,C008,P0005,R08,2025-01-10,8,36016.58,lost,,
Q-2025-000377,1,C011,P0084,R11,2025-01-24,3,49182.12,lost,,
Q-2025-000377,2,C011,P0106,R11,2025-01-24,13,1910.83,lost,,
Q-2025-000378,2,C010,P0089,R10,2025-01-28,1,44816.25,won,,
Q-2025-000379,1,C013,P0008,R04,2025-01-12,6,34671.73,won,,
Q-2025-000380,1,C011,P0083,R10,2025-01-04,1,40811.6,won,,
Q-2025-000381,1,C024,P0024,R12,2025-01-24,22,10035.87,won,,
Q-2025-000381,2,C024,P0078,R12,2025-01-24,5,7468.38,lost,,
Q-2025-000382,1,C012,P0107,R12,2025-01-03,23,2500.01,lost,,
Q-2025-000383,1,C014,P0083,R02,2025-01-17,2,43461.52,lost,,
Q-2025-000384,1,C037,P0019,R01,2025-01-23,8,38746.29,lost,,
Q-2025-000384,2,C037,P0056,R01,2025-01-23,714,449.01,won,,
Q-2025-000385,1,C017,P0053,R05,2025-01-06,455,382.07,won,,
Q-2025-000386,1,C003,P0033,R03,2025-01-22,5,10783.4,lost,,
Q-2025-000386,2,C003,P0060,R03,2025-01-22,743,415.12,won,,
Q-2025-000386,3,C003,P0025,R03,2025-01-22,2,10552.97,won,,
Q-2025-000386,4,C003,P0024,R03,2025-01-22,20,9770.5,lost,,
Q-2025-000387,1,C040,P0059,R04,2025-01-20,271,347.99,won,,
Q-2025-000387,2,C040,P0041,R04,2025-01-20,515,393.0,won,,
Q-2025-000388,1,C015,P0083,R03,2025-01-22,3,47997.87,won,,
Q-2025-000388,2,C015,P0097,R03,2025-01-22,3,49773.9,won,,
Q-2025-000389,1,C015,P0062,R03,2025-01-24,3,7781.16,won,,
Q-2025-000390,1,C009,P0065,R09,2025-01-15,11,6500.0,lost,,
Q-2025-000390,2,C009,P0080,R09,2025-01-15,8,7493.68,lost,,
Q-2025-000390,3,C009,P0095,R09,2025-01-15,4,41324.23,lost,,
Q-2025-000391,1,C009,P0095,R09,2025-01-05,2,41228.09,won,,
Q-2025-000392,1,C037,P0056,R01,2025-01-22,204,448.97,won,,
Q-2025-000392,2,C037,P0019,R01,2025-01-22,8,38963.21,won,,
Q-2025-000392,3,C037,P0098,R01,2025-01-22,1,51941.22,lost,,
Q-2025-000393,1,C006,P0100,R06,2025-01-25,4,47237.24,won,,
Q-2025-000394,1,C004,P0100,R04,2025-01-16,2,51282.74,lost,,
Q-2025-000396,1,C014,P0033,R02,2025-01-08,12,10408.63,won,,
Q-2025-000396,2,C014,P0094,R02,2025-01-08,4,41312.08,won,,
Q-2025-000396,4,C014,P0030,R02,2025-01-08,10,9066.75,won,,
Q-2025-000397,1,C002,P0066,R02,2025-01-01,3,7048.26,won,,
Q-2025-000397,2,C002,P0114,R02,2025-01-01,34,1825.34,lost,,
Q-2025-000397,3,C002,P0060,R02,2025-01-01,655,509.08,lost,,
Q-2025-000398,1,C032,P0088,R08,2025-01-27,1,53087.94,lost,,
Q-2025-000398,2,C032,P0042,R08,2025-01-27,354,479.57,lost,,
Q-2025-000399,1,C033,P0041,R09,2025-01-22,283,411.18,lost,,
Q-2025-000400,1,C040,P0027,R04,2025-01-06,20,10846.25,won,,
Q-2025-000401,1,C004,P0033,R04,2025-01-02,14,11841.65,won,,
Q-2025-000401,2,C004,P0023,R04,2025-01-02,15,10790.88,won,,
Q-2025-000401,3,C004,P0037,R04,2025-01-02,19,11851.8,won,,
Q-2025-000401,4,C004,P0099,R04,2025-01-02,1,50776.16,won,,
Q-2025-000402,1,C013,P0025,R01,2025-01-11,19,12499.89,won,,
Q-2025-000403,1,C016,P0049,R04,2025-01-08,343,452.28,won,DR-2025-0013,end_of_life_clearance
Q-2025-000403,2,C016,P0064,R04,2025-01-08,4,9645.47,lost,,
Q-2025-000403,3,C016,P0065,R04,2025-01-08,10,7889.91,won,,
Q-2025-000403,4,C016,P0086,R04,2025-01-08,3,56277.62,won,DR-2025-0014,volume_ramp_concession
Q-2025-000404,1,C013,P0008,R01,2025-01-22,2,34703.23,won,,
Q-2025-000404,2,C013,P0022,R01,2025-01-22,24,11653.37,won,,
Q-2025-000405,1,C015,P0072,R03,2025-01-21,5,7421.84,lost,,
Q-2025-000405,2,C015,P0088,R03,2025-01-21,3,44135.71,won,,
Q-2025-000406,1,C025,P0076,R07,2025-01-06,16,6269.21,lost,,
Q-2025-000407,1,C032,P0053,R08,2025-01-26,210,457.31,won,,
Q-2025-000408,1,C036,P0003,R12,2025-01-12,2,32424.93,lost,,
Q-2025-000409,1,C039,P0057,R03,2025-01-21,725,495.84,won,,
Q-2025-000410,1,C036,P0003,R12,2025-01-27,2,32514.15,won,,
Q-2025-000410,2,C036,P0069,R12,2025-01-27,5,8261.32,won,,
Q-2025-000410,3,C036,P0097,R12,2025-01-27,4,51314.77,won,,
Q-2025-000412,1,C016,P0046,R04,2025-01-26,636,474.97,lost,,
Q-2025-000412,2,C016,P0073,R04,2025-01-26,17,8511.88,won,,
Q-2025-000413,1,C025,P0109,R01,2025-01-03,35,2200.38,lost,,
Q-2025-000413,2,C025,P0076,R01,2025-01-03,19,6295.9,lost,,
Q-2025-000414,1,C040,P0031,R04,2025-01-21,12,8820.37,won,,
Q-2025-000415,1,C033,P0054,R12,2025-01-07,453,515.92,won,,
Q-2025-000416,1,C017,P0019,R05,2025-01-30,1,30400.0,won,,
Q-2025-000417,1,C010,P0056,R10,2025-01-03,654,521.23,won,,
Q-2025-000417,2,C010,P0022,R10,2025-01-03,18,10313.75,won,,
Q-2025-000417,3,C010,P0087,R10,2025-01-03,3,41911.03,lost,,
Q-2025-000417,4,C010,P0081,R10,2025-01-03,3,42279.86,lost,,
Q-2025-000418,1,C005,P0073,R05,2025-01-13,20,7159.18,lost,,
