booking_id,quote_id,line_no,customer_id,product_id,booking_date,booked_quantity,booked_price
BK-000369,Q-2025-000369,1,C029,P0088,2025-02-15,1,46780.9
BK-000370,Q-2025-000371,1,C012,P0087,2025-02-23,1,42729.38
BK-000371,Q-2025-000372,1,C009,P0095,2025-01-26,3,41132.56
BK-000372,Q-2025-000372,3,C009,P0094,2025-01-21,1,46244.38
BK-000373,Q-2025-000372,4,C009,P0068,2025-03-01,10,7688.53
BK-000374,Q-2025-000373,1,C030,P0066,2025-03-12,10,8135.88
BK-000375,Q-2025-000373,2,C030,P0073,2025-03-21,16,7859.17
BK-000376,Q-2025-000374,1,C004,P0100,2025-03-05,2,51166.03
BK-000377,Q-2025-000374,2,C004,P0031,2025-03-06,6,11868.59
BK-000378,Q-2025-000375,1,C024,P0041,2025-02-15,328,417.09
BK-000379,Q-2025-000378,2,C010,P0089,2025-02-21,1,45476.29
BK-000380,Q-2025-000379,1,C013,P0008,2025-03-13,6,34954.08
BK-000381,Q-2025-000380,1,C011,P0083,2025-02-19,1,40811.6
BK-000382,Q-2025-000381,1,C024,P0024,2025-02-15,22,10035.87
BK-000383,Q-2025-000384,2,C037,P0056,2025-02-22,714,449.01
BK-000384,Q-2025-000385,1,C017,P0053,2025-02-18,455,382.07
BK-000385,Q-2025-000386,2,C003,P0060,2025-02-16,590,415.12
BK-000386,Q-2025-000386,3,C003,P0025,2025-02-19,1,10552.97
BK-000387,Q-2025-000387,1,C040,P0059,2025-02-25,237,347.99
BK-000388,Q-2025-000387,2,C040,P0041,2025-02-11,515,393.0
BK-000389,Q-2025-000388,1,C015,P0083,2025-03-05,3,47997.87
BK-000390,Q-2025-000388,2,C015,P0097,2025-02-12,3,49773.9
BK-000391,Q-2025-000389,1,C015,P0062,2025-02-13,3,7781.16
BK-000392,Q-2025-000391,1,C009,P0095,2025-01-21,2,41228.09
BK-000393,Q-2025-000392,1,C037,P0056,2025-03-05,129,448.97
BK-000394,Q-2025-000392,2,C037,P0019,2025-02-03,8,38963.21
BK-000395,Q-2025-000393,1,C006,P0100,2025-02-15,2,47237.24
BK-000396,Q-2025-000396,1,C014,P0033,2025-02-11,12,10408.63
BK-000397,Q-2025-000396,2,C014,P0094,2025-02-06,4,41822.58
BK-000398,Q-2025-000396,4,C014,P0030,2025-03-09,10,9066.75
BK-000399,Q-2025-000397,1,C002,P0066,2025-01-29,3,7042.95
BK-000400,Q-2025-000400,1,C040,P0027,2025-01-26,20,10846.25
BK-000401,Q-2025-000401,1,C004,P0033,2025-02-08,14,11841.65
BK-000402,Q-2025-000401,2,C004,P0023,2025-01-16,12,10790.88
BK-000403,Q-2025-000401,3,C004,P0037,2025-01-17,11,11851.8
BK-000404,Q-2025-000401,4,C004,P0099,2025-01-24,1,50776.16
BK-000405,Q-2025-000402,1,C013,P0025,2025-01-20,19,12499.89
BK-000406,Q-2025-000403,1,C016,P0049,2025-01-14,239,452.28
BK-000407,Q-2025-000403,3,C016,P0065,2025-01-31,7,7889.91
BK-000408,Q-2025-000403,4,C016,P0086,2025-02-09,2,56277.62
BK-000409,Q-2025-000404,1,C013,P0008,2025-03-09,2,34703.23
BK-000410,Q-2025-000404,2,C013,P0022,2025-02-17,16,11653.37
BK-000411,Q-2025-000405,2,C015,P0088,2025-03-19,3,44135.71
BK-000412,Q-2025-000407,1,C032,P0053,2025-02-02,210,457.31
BK-000413,Q-2025-000409,1,C039,P0057,2025-02-10,725,495.84
BK-000414,Q-2025-000410,1,C036,P0003,2025-02-22,2,32514.15
BK-000415,Q-2025-000410,2,C036,P0069,2025-03-26,3,8261.32
BK-000416,Q-2025-000410,3,C036,P0097,2025-02-20,2,51314.77
BK-000417,Q-2025-000412,2,C016,P0073,2025-03-16,12,8511.88
BK-000418,Q-2025-000414,1,C040,P0031,2025-02-08,12,8820.37
BK-000419,Q-2025-000415,1,C033,P0054,2025-03-05,453,515.92
BK-000420,Q-2025-000416,1,C017,P0019,2025-03-23,1,30400.0
BK-000421,Q-2025-000417,1,C010,P0056,2025-01-19,425,521.23
BK-000422,Q-2025-000417,2,C010,P0022,2025-01-22,18,10313.75
BK-000423,Q-2025-000418,4,C005,P0044,2025-02-27,791,350.73
BK-000424,Q-2025-000419,1,C039,P0016,2025-02-21,5,38813.22
BK-000425,Q-2025-000420,1,C024,P0073,2025-02-26,16,7415.23
BK-000426,Q-2025-000424,1,C017,P0019,2025-02-13,2,33746.8
BK-000427,Q-2025-000425,1,C006,P0084,2025-02-24,1,47237.64
BK-000428,Q-2025-000426,2,C011,P0091,2025-02-14,2,51368.76
BK-000429,Q-2025-000427,2,C020,P0059,2025-04-12,211,383.34
BK-000430,Q-2025-000427,4,C020,P0053,2025-03-19,772,437.55
BK-000431,Q-2025-000428,1,C024,P0078,2025-03-08,2,7476.67
BK-000432,Q-2025-000428,2,C024,P0073,2025-02-10,15,6750.0
BK-000433,Q-2025-000429,1,C026,P0112,2025-03-07,37,2553.03
BK-000434,Q-2025-000429,2,C026,P0052,2025-03-24,318,538.72
BK-000435,Q-2025-000429,4,C026,P0120,2025-03-20,29,2513.26
BK-000436,Q-2025-000430,1,C017,P0079,2025-03-23,13,6823.47
BK-000437,Q-2025-000430,2,C017,P0005,2025-03-18,1,30610.91
BK-000438,Q-2025-000430,3,C017,P0007,2025-02-26,2,30347.79
BK-000439,Q-2025-000431,1,C009,P0094,2025-03-05,3,41135.79
BK-000440,Q-2025-000431,2,C009,P0068,2025-03-06,16,7729.25
BK-000441,Q-2025-000432,2,C034,P0082,2025-03-09,2,51402.57
BK-000442,Q-2025-000432,3,C034,P0063,2025-04-14,3,7279.32
BK-000443,Q-2025-000434,1,C004,P0029,2025-03-18,5,11836.63
BK-000444,Q-2025-000436,3,C030,P0071,2025-03-26,11,8736.52
BK-000445,Q-2025-000438,1,C032,P0053,2025-03-30,647,400.0
BK-000446,Q-2025-000438,2,C032,P0081,2025-03-29,1,46100.0
BK-000447,Q-2025-000441,1,C022,P0017,2025-04-23,8,41891.36
BK-000448,Q-2025-000442,1,C015,P0088,2025-03-29,3,43505.43
BK-000449,Q-2025-000442,2,C015,P0098,2025-03-15,2,48306.11
BK-000450,Q-2025-000443,1,C004,P0037,2025-02-22,2,11792.87
BK-000451,Q-2025-000444,1,C040,P0058,2025-02-19,418,451.69
BK-000452,Q-2025-000446,1,C009,P0094,2025-03-12,2,40989.68
BK-000453,Q-2025-000448,1,C012,P0107,2025-04-08,13,2220.15
BK-000454,Q-2025-000449,1,C018,P0011,2025-04-25,4,30448.67
BK-000455,Q-2025-000450,4,C003,P0026,2025-03-14,2,10804.84
BK-000456,Q-2025-000451,1,C006,P0011,2025-04-12,5,33907.44
BK-000457,Q-2025-000453,1,C015,P0098,2025-04-06,2,48549.83
BK-000458,Q-2025-000455,2,C036,P0001,2025-03-29,4,30487.01
BK-000459,Q-2025-000456,2,C014,P0033,2025-03-03,7,10417.2
BK-000460,Q-2025-000457,1,C007,P0065,2025-03-21,14,7491.07
BK-000461,Q-2025-000457,2,C007,P0002,2025-03-20,1,35955.47
BK-000462,Q-2025-000458,1,C017,P0068,2025-03-18,20,7573.11
BK-000463,Q-2025-000459,1,C040,P0031,2025-03-22,20,9059.71
BK-000464,Q-2025-000459,3,C040,P0034,2025-03-14,13,10063.44
BK-000465,Q-2025-000461,1,C016,P0092,2025-04-08,4,61307.98
BK-000466,Q-2025-000462,2,C005,P0058,2025-03-14,652,442.04
BK-000467,Q-2025-000465,2,C014,P0090,2025-04-10,1,36134.58
BK-000468,Q-2025-000465,3,C014,P0087,2025-04-08,3,38529.75
BK-000469,Q-2025-000467,2,C019,P0040,2025-04-10,20,11429.87
BK-000470,Q-2025-000468,1,C002,P0071,2025-02-23,8,7469.33
BK-000471,Q-2025-000470,1,C005,P0017,2025-05-03,4,30485.39
BK-000472,Q-2025-000470,2,C005,P0020,2025-04-10,1,34159.41
BK-000473,Q-2025-000471,1,C040,P0057,2025-03-01,282,435.91
BK-000474,Q-2025-000472,1,C002,P0067,2025-03-12,12,7462.51
BK-000475,Q-2025-000472,2,C002,P0066,2025-02-21,8,7083.79
BK-000476,Q-2025-000473,1,C001,P0042,2025-03-14,489,401.43
BK-000477,Q-2025-000474,1,C004,P0022,2025-02-27,9,10929.37
BK-000478,Q-2025-000475,1,C014,P0087,2025-04-10,2,38578.23
BK-000479,Q-2025-000475,2,C014,P0043,2025-03-20,371,355.83
BK-000480,Q-2025-000475,3,C014,P0033,2025-04-13,14,10351.1
BK-000481,Q-2025-000477,1,C037,P0091,2025-03-15,3,50170.02
BK-000482,Q-2025-000478,1,C011,P0106,2025-03-03,25,1912.23
BK-000483,Q-2025-000480,1,C015,P0098,2025-03-03,2,48375.73
BK-000484,Q-2025-000481,2,C007,P0010,2025-03-27,1,34067.99
BK-000485,Q-2025-000481,3,C007,P0043,2025-03-25,687,427.84
BK-000486,Q-2025-000481,4,C007,P0012,2025-03-15,1,36679.86
BK-000487,Q-2025-000483,1,C039,P0060,2025-03-27,344,597.86
BK-000488,Q-2025-000485,1,C001,P0042,2025-04-25,471,401.53
BK-000489,Q-2025-000485,4,C001,P0015,2025-04-20,1,32514.78
BK-000490,Q-2025-000486,1,C007,P0043,2025-02-12,800,423.56
BK-000491,Q-2025-000487,1,C007,P0065,2025-04-16,8,7575.06
BK-000492,Q-2025-000490,1,C004,P0033,2025-04-04,8,11855.23
BK-000493,Q-2025-000490,2,C004,P0031,2025-03-19,10,11877.2
BK-000494,Q-2025-000490,3,C004,P0023,2025-03-20,11,10765.67
BK-000495,Q-2025-000493,3,C017,P0079,2025-03-29,9,7479.06
BK-000496,Q-2025-000494,3,C019,P0030,2025-04-22,1,12250.97
BK-000497,Q-2025-000495,1,C034,P0081,2025-04-13,4,39771.05
BK-000498,Q-2025-000496,3,C032,P0046,2025-04-11,362,448.13
BK-000499,Q-2025-000496,4,C032,P0097,2025-04-21,2,61185.95
BK-000500,Q-2025-000497,2,C002,P0060,2025-04-25,402,506.37
BK-000501,Q-2025-000498,1,C033,P0022,2025-04-17,18,11540.24
BK-000502,Q-2025-000498,2,C033,P0028,2025-04-07,24,13470.51
BK-000503,Q-2025-000499,1,C024,P0024,2025-05-06,20,10040.88
BK-000504,Q-2025-000499,2,C024,P0073,2025-04-17,9,7438.64
BK-000505,Q-2025-000499,3,C024,P0060,2025-05-05,375,496.92
BK-000506,Q-2025-000500,1,C039,P0050,2025-03-16,104,571.22
BK-000507,Q-2025-000501,1,C024,P0060,2025-03-19,65,499.37
BK-000508,Q-2025-000504,1,C022,P0118,2025-05-05,29,2721.5
BK-000509,Q-2025-000507,1,C037,P0098,2025-05-05,2,52017.05
BK-000510,Q-2025-000508,1,C030,P0089,2025-03-30,1,46192.54
BK-000511,Q-2025-000509,2,C011,P0105,2025-03-21,12,2041.12
BK-000512,Q-2025-000510,1,C009,P0091,2025-04-07,1,43947.29
BK-000513,Q-2025-000511,2,C020,P0071,2025-04-17,4,8790.19
BK-000514,Q-2025-000512,1,C025,P0066,2025-04-07,9,8387.42
BK-000515,Q-2025-000513,1,C028,P0060,2025-04-22,95,555.99
BK-000516,Q-2025-000514,1,C023,P0055,2025-03-24,367,433.66
BK-000517,Q-2025-000514,2,C023,P0050,2025-03-27,543,477.28
BK-000518,Q-2025-000515,1,C017,P0068,2025-04-04,10,7265.31
BK-000519,Q-2025-000517,1,C027,P0071,2025-05-15,4,9206.81
BK-000520,Q-2025-000518,2,C027,P0077,2025-05-07,20,8224.73
BK-000521,Q-2025-000519,1,C011,P0073,2025-04-26,1,7970.48
BK-000522,Q-2025-000519,3,C011,P0097,2025-05-02,2,49813.7
BK-000523,Q-2025-000520,3,C012,P0097,2025-03-30,1,53381.07
BK-000524,Q-2025-000521,1,C009,P0080,2025-04-15,3,7409.05
BK-000525,Q-2025-000521,2,C009,P0093,2025-05-16,2,41375.06
BK-000526,Q-2025-000522,1,C034,P0081,2025-04-10,4,39727.61
BK-000527,Q-2025-000523,2,C020,P0071,2025-04-16,1,8792.79
BK-000528,Q-2025-000524,2,C027,P0079,2025-04-04,20,10201.98
BK-000529,Q-2025-000525,1,C025,P0113,2025-04-14,25,2188.19
BK-000530,Q-2025-000526,1,C001,P0015,2025-04-10,1,32360.54
BK-000531,Q-2025-000527,1,C012,P0059,2025-05-06,202,369.58
BK-000532,Q-2025-000528,1,C033,P0031,2025-04-28,19,10372.91
BK-000533,Q-2025-000530,1,C032,P0046,2025-04-30,550,449.0
BK-000534,Q-2025-000533,1,C011,P0080,2025-04-15,14,8248.43
BK-000535,Q-2025-000534,1,C001,P0042,2025-04-29,346,402.79
BK-000536,Q-2025-000535,1,C029,P0097,2025-04-23,1,47294.55
BK-000537,Q-2025-000535,2,C029,P0019,2025-04-10,7,33849.46
BK-000538,Q-2025-000536,1,C011,P0105,2025-03-21,34,2072.62
BK-000539,Q-2025-000538,1,C010,P0089,2025-04-28,1,44819.11
BK-000540,Q-2025-000539,1,C036,P0001,2025-03-22,3,30393.26
BK-000541,Q-2025-000539,2,C036,P0003,2025-04-22,5,32365.4
BK-000542,Q-2025-000539,3,C036,P0014,2025-05-07,6,39645.86
BK-000543,Q-2025-000540,1,C027,P0036,2025-04-11,7,14911.14
BK-000544,Q-2025-000541,1,C025,P0108,2025-04-17,6,1981.56
BK-000545,Q-2025-000543,2,C036,P0003,2025-03-20,2,32379.0
BK-000546,Q-2025-000544,1,C004,P0033,2025-05-06,12,11834.53
BK-000547,Q-2025-000544,2,C004,P0022,2025-03-22,21,10877.21
BK-000548,Q-2025-000545,1,C033,P0042,2025-04-13,312,465.0
BK-000549,Q-2025-000546,1,C023,P0110,2025-04-08,28,2024.92
BK-000550,Q-2025-000547,1,C019,P0030,2025-04-30,7,12249.14
BK-000551,Q-2025-000548,1,C004,P0023,2025-03-30,8,10796.65
BK-000552,Q-2025-000549,1,C015,P0083,2025-05-26,2,47973.82
BK-000553,Q-2025-000550,1,C017,P0079,2025-06-08,8,7480.08
BK-000554,Q-2025-000551,1,C018,P0011,2025-05-03,6,29163.18
BK-000555,Q-2025-000553,1,C007,P0076,2025-05-18,7,6933.76
BK-000556,Q-2025-000553,3,C007,P0010,2025-05-06,5,34988.52
BK-000557,Q-2025-000553,4,C007,P0059,2025-04-20,437,375.87
BK-000558,Q-2025-000554,1,C007,P0003,2025-05-10,5,31515.26
BK-000559,Q-2025-000555,1,C035,P0054,2025-05-19,460,475.0
BK-000560,Q-2025-000556,2,C031,P0015,2025-05-09,3,32381.71
BK-000561,Q-2025-000557,3,C004,P0029,2025-05-23,3,10950.0
BK-000562,Q-2025-000558,2,C027,P0034,2025-04-23,6,12986.18
BK-000563,Q-2025-000558,3,C027,P0077,2025-04-20,6,8219.67
BK-000564,Q-2025-000559,1,C004,P0099,2025-06-02,2,50731.4
BK-000565,Q-2025-000560,1,C009,P0099,2025-05-07,3,47560.91
BK-000566,Q-2025-000561,1,C017,P0056,2025-05-16,734,411.27
BK-000567,Q-2025-000562,1,C034,P0040,2025-05-13,7,9877.2
BK-000568,Q-2025-000562,2,C034,P0023,2025-05-04,23,9546.34
BK-000569,Q-2025-000563,2,C012,P0087,2025-05-22,2,45657.85
BK-000570,Q-2025-000564,1,C029,P0096,2025-05-10,1,36735.57
BK-000571,Q-2025-000565,2,C040,P0026,2025-06-08,12,9900.0
BK-000572,Q-2025-000566,1,C032,P0100,2025-05-06,1,54894.03
BK-000573,Q-2025-000566,2,C032,P0081,2025-04-27,2,52301.66
BK-000574,Q-2025-000566,4,C032,P0011,2025-05-05,1,36220.8
BK-000575,Q-2025-000567,1,C023,P0111,2025-05-19,11,2244.4
BK-000576,Q-2025-000568,1,C004,P0031,2025-06-13,14,10853.93
BK-000577,Q-2025-000569,1,C016,P0089,2025-05-17,4,54796.23
BK-000578,Q-2025-000570,1,C029,P0019,2025-05-16,3,33310.58
BK-000579,Q-2025-000571,1,C011,P0091,2025-07-01,1,51449.3
BK-000580,Q-2025-000572,1,C015,P0072,2025-05-23,12,7427.63
BK-000581,Q-2025-000572,2,C015,P0080,2025-05-01,8,8169.0
BK-000582,Q-2025-000573,2,C031,P0015,2025-04-25,6,32427.71
BK-000583,Q-2025-000574,2,C003,P0039,2025-05-30,20,11367.49
BK-000584,Q-2025-000575,2,C015,P0082,2025-05-01,1,54213.84
BK-000585,Q-2025-000575,3,C015,P0062,2025-04-23,20,7775.64
BK-000586,Q-2025-000577,3,C019,P0040,2025-05-04,2,11489.78
BK-000587,Q-2025-000578,1,C001,P0015,2025-05-28,4,32470.18
BK-000588,Q-2025-000578,2,C001,P0003,2025-05-12,7,28140.79
BK-000589,Q-2025-000579,1,C027,P0035,2025-05-28,9,12115.01
BK-000590,Q-2025-000579,2,C027,P0072,2025-05-21,16,9380.01
BK-000591,Q-2025-000581,1,C031,P0078,2025-07-02,6,7364.83
BK-000592,Q-2025-000581,2,C031,P0004,2025-06-20,5,37311.45
BK-000593,Q-2025-000582,1,C004,P0023,2025-04-29,10,10798.83
BK-000594,Q-2025-000583,1,C032,P0055,2025-05-21,330,432.4
BK-000595,Q-2025-000585,3,C039,P0015,2025-05-15,1,32957.77
BK-000596,Q-2025-000585,4,C039,P0049,2025-06-05,343,456.79
BK-000597,Q-2025-000587,1,C027,P0072,2025-06-03,12,9354.22
BK-000598,Q-2025-000589,2,C027,P0071,2025-05-18,15,9183.75
BK-000599,Q-2025-000590,2,C007,P0047,2025-05-27,387,431.3
BK-000600,Q-2025-000590,4,C007,P0003,2025-05-28,7,30300.5
BK-000601,Q-2025-000591,1,C038,P0071,2025-04-19,2,9162.08
BK-000602,Q-2025-000592,1,C011,P0084,2025-05-21,2,48942.17
BK-000603,Q-2025-000593,3,C014,P0030,2025-06-14,18,9058.63
BK-000604,Q-2025-000595,1,C040,P0058,2025-06-14,629,453.39
BK-000605,Q-2025-000595,3,C040,P0045,2025-06-08,371,401.26
BK-000606,Q-2025-000596,2,C037,P0006,2025-04-21,4,30886.53
BK-000607,Q-2025-000596,3,C037,P0019,2025-04-24,3,38898.95
BK-000608,Q-2025-000597,1,C032,P0098,2025-05-04,1,56306.8
BK-000609,Q-2025-000598,3,C006,P0005,2025-06-20,6,36743.21
BK-000610,Q-2025-000599,1,C028,P0048,2025-05-17,445,484.3
BK-000611,Q-2025-000599,2,C028,P0041,2025-05-27,652,533.07
BK-000612,Q-2025-000600,1,C027,P0077,2025-05-06,10,8244.18
BK-000613,Q-2025-000601,1,C011,P0097,2025-05-16,3,49982.57
BK-000614,Q-2025-000602,1,C032,P0098,2025-05-16,2,56329.21
BK-000615,Q-2025-000603,2,C033,P0031,2025-06-03,22,10287.66
BK-000616,Q-2025-000604,1,C032,P0098,2025-05-01,1,56247.59
BK-000617,Q-2025-000604,2,C032,P0046,2025-04-19,532,449.67
BK-000618,Q-2025-000605,1,C004,P0037,2025-05-30,14,11813.27
BK-000619,Q-2025-000606,1,C039,P0057,2025-05-11,757,503.5
BK-000620,Q-2025-000607,1,C008,P0116,2025-06-17,5,2183.42
BK-000621,Q-2025-000608,1,C028,P0048,2025-06-10,331,484.66
BK-000622,Q-2025-000609,1,C016,P0089,2025-05-31,1,54762.85
BK-000623,Q-2025-000610,1,C026,P0042,2025-06-06,209,499.88
BK-000624,Q-2025-000611,1,C040,P0057,2025-07-19,407,435.98
BK-000625,Q-2025-000611,2,C040,P0026,2025-06-16,18,10560.25
BK-000626,Q-2025-000611,3,C040,P0045,2025-06-21,405,399.71
BK-000627,Q-2025-000612,1,C034,P0027,2025-07-17,4,10654.52
BK-000628,Q-2025-000615,1,C004,P0100,2025-07-15,3,51313.72
BK-000629,Q-2025-000616,2,C003,P0024,2025-06-25,6,9755.55
BK-000630,Q-2025-000617,1,C004,P0037,2025-06-29,6,11856.89
BK-000631,Q-2025-000617,2,C004,P0022,2025-05-30,5,10298.42
BK-000632,Q-2025-000618,1,C011,P0084,2025-06-25,1,48609.2
BK-000633,Q-2025-000619,1,C002,P0067,2025-06-30,10,7463.18
BK-000634,Q-2025-000620,1,C023,P0044,2025-06-03,748,481.83
BK-000635,Q-2025-000623,1,C007,P0076,2025-07-01,4,6815.94
BK-000636,Q-2025-000624,1,C029,P0088,2025-05-23,1,56365.32
BK-000637,Q-2025-000624,2,C029,P0096,2025-06-23,4,35753.99
BK-000638,Q-2025-000624,3,C029,P0003,2025-06-08,8,33355.27
BK-000639,Q-2025-000625,1,C023,P0052,2025-06-23,169,503.2
BK-000640,Q-2025-000627,1,C019,P0030,2025-07-22,15,12230.62
BK-000641,Q-2025-000628,2,C023,P0060,2025-06-03,501,491.32
BK-000642,Q-2025-000628,3,C023,P0110,2025-07-18,28,2035.91
BK-000643,Q-2025-000628,4,C023,P0055,2025-05-25,280,435.0
BK-000644,Q-2025-000629,3,C012,P0120,2025-06-11,15,2351.21
BK-000645,Q-2025-000630,1,C012,P0053,2025-06-07,575,390.0
BK-000646,Q-2025-000630,2,C012,P0114,2025-06-17,17,2465.56
BK-000647,Q-2025-000631,1,C040,P0041,2025-06-18,566,394.97
BK-000648,Q-2025-000631,2,C040,P0039,2025-06-14,6,12797.59
BK-000649,Q-2025-000632,1,C040,P0026,2025-06-12,1,10564.13
BK-000650,Q-2025-000632,2,C040,P0031,2025-05-25,3,9105.01
BK-000651,Q-2025-000633,1,C026,P0112,2025-06-27,38,2551.43
BK-000652,Q-2025-000633,2,C026,P0120,2025-05-22,21,2510.59
BK-000653,Q-2025-000634,2,C032,P0041,2025-05-25,576,455.0
BK-000654,Q-2025-000635,3,C011,P0106,2025-06-26,27,1913.42
BK-000655,Q-2025-000635,4,C011,P0091,2025-06-10,4,51201.23
BK-000656,Q-2025-000636,1,C014,P0100,2025-06-02,2,47782.08
BK-000657,Q-2025-000636,2,C014,P0086,2025-05-27,3,40763.69
BK-000658,Q-2025-000637,1,C034,P0063,2025-07-03,2,7267.7
BK-000659,Q-2025-000638,1,C023,P0055,2025-06-08,182,485.76
BK-000660,Q-2025-000638,2,C023,P0052,2025-06-28,500,501.94
BK-000661,Q-2025-000639,1,C011,P0083,2025-06-28,4,46841.15
BK-000662,Q-2025-000639,2,C011,P0073,2025-06-04,17,7982.03
BK-000663,Q-2025-000639,4,C011,P0105,2025-06-05,39,2065.41
BK-000664,Q-2025-000640,1,C017,P0001,2025-05-31,6,30088.3
BK-000665,Q-2025-000642,1,C032,P0044,2025-06-01,125,545.86
BK-000666,Q-2025-000643,1,C037,P0091,2025-06-14,2,50260.77
BK-000667,Q-2025-000643,2,C037,P0019,2025-06-26,1,38739.34
BK-000668,Q-2025-000644,1,C004,P0029,2025-06-03,19,11819.97
BK-000669,Q-2025-000645,1,C008,P0019,2025-06-16,5,38546.95
BK-000670,Q-2025-000646,1,C011,P0080,2025-06-24,10,7579.98
BK-000671,Q-2025-000647,1,C027,P0079,2025-06-18,14,10257.19
BK-000672,Q-2025-000648,1,C040,P0024,2025-06-11,9,9343.19
BK-000673,Q-2025-000648,2,C040,P0057,2025-06-27,415,436.41
BK-000674,Q-2025-000650,1,C009,P0094,2025-05-18,1,46474.81
BK-000675,Q-2025-000650,2,C009,P0093,2025-06-23,3,41153.68
BK-000676,Q-2025-000651,4,C019,P0021,2025-05-31,7,12097.16
BK-000677,Q-2025-000652,3,C038,P0114,2025-06-15,6,2171.17
BK-000678,Q-2025-000653,1,C020,P0066,2025-05-31,5,7995.33
BK-000679,Q-2025-000654,1,C034,P0023,2025-06-14,3,9533.53
BK-000680,Q-2025-000655,2,C030,P0066,2025-06-03,5,8161.66
BK-000681,Q-2025-000656,2,C027,P0036,2025-07-21,13,14899.68
BK-000682,Q-2025-000657,1,C032,P0097,2025-06-02,4,61009.13
BK-000683,Q-2025-000657,2,C032,P0051,2025-05-24,330,481.88
BK-000684,Q-2025-000658,2,C019,P0103,2025-06-19,6,2262.46
BK-000685,Q-2025-000659,1,C039,P0018,2025-06-27,7,32518.68
BK-000686,Q-2025-000660,1,C038,P0065,2025-06-12,4,9144.29
BK-000687,Q-2025-000661,1,C016,P0091,2025-06-18,4,61291.02
BK-000688,Q-2025-000662,2,C006,P0016,2025-06-02,4,39037.06
BK-000689,Q-2025-000662,3,C006,P0093,2025-07-02,1,47346.4
BK-000690,Q-2025-000663,1,C017,P0049,2025-05-28,651,370.02
BK-000691,Q-2025-000664,1,C027,P0079,2025-06-24,13,10244.24
BK-000692,Q-2025-000665,2,C009,P0094,2025-06-01,3,46441.05
BK-000693,Q-2025-000666,1,C001,P0005,2025-06-21,6,34073.4
BK-000694,Q-2025-000667,1,C034,P0097,2025-08-02,2,43875.99
BK-000695,Q-2025-000668,1,C033,P0043,2025-07-21,698,423.89
BK-000696,Q-2025-000669,3,C009,P0091,2025-07-18,2,48880.96
BK-000697,Q-2025-000670,1,C034,P0023,2025-08-16,19,9552.67
BK-000698,Q-2025-000672,1,C025,P0066,2025-07-15,19,8424.51
BK-000699,Q-2025-000673,1,C009,P0068,2025-07-21,15,7200.0
BK-000700,Q-2025-000673,2,C009,P0099,2025-08-02,3,44852.73
BK-000701,Q-2025-000674,1,C021,P0003,2025-06-26,5,27551.91
BK-000702,Q-2025-000675,1,C015,P0082,2025-08-14,4,54287.1
BK-000703,Q-2025-000676,1,C010,P0087,2025-07-17,1,41651.89
BK-000704,Q-2025-000676,2,C010,P0035,2025-07-09,7,9607.99
BK-000705,Q-2025-000677,1,C033,P0048,2025-07-18,173,413.2
BK-000706,Q-2025-000679,1,C032,P0044,2025-07-20,84,424.92
BK-000707,Q-2025-000679,2,C032,P0051,2025-08-05,234,480.97
BK-000708,Q-2025-000680,1,C030,P0090,2025-07-13,2,41295.55
BK-000709,Q-2025-000681,1,C021,P0020,2025-08-07,2,30686.1
BK-000710,Q-2025-000681,2,C021,P0003,2025-08-14,8,27575.83
BK-000711,Q-2025-000681,3,C021,P0107,2025-07-24,31,2092.33
BK-000712,Q-2025-000682,1,C033,P0022,2025-07-30,16,10820.85
BK-000713,Q-2025-000683,1,C007,P0053,2025-07-23,257,397.36
BK-000714,Q-2025-000683,4,C007,P0065,2025-07-20,5,7529.53
BK-000715,Q-2025-000684,1,C024,P0054,2025-07-11,335,433.32
BK-000716,Q-2025-000684,3,C024,P0073,2025-07-10,6,6787.35
BK-000717,Q-2025-000684,4,C024,P0024,2025-06-28,12,10686.13
BK-000718,Q-2025-000685,1,C015,P0084,2025-07-30,1,44159.34
BK-000719,Q-2025-000686,1,C009,P0099,2025-07-12,3,45368.28
BK-000720,Q-2025-000686,2,C009,P0094,2025-08-03,2,55608.85
BK-000721,Q-2025-000687,1,C002,P0060,2025-06-27,528,506.89
BK-000722,Q-2025-000687,2,C002,P0073,2025-06-23,13,7684.65
BK-000723,Q-2025-000689,1,C015,P0097,2025-07-07,4,49974.16
BK-000724,Q-2025-000690,2,C032,P0009,2025-06-25,1,35933.02
BK-000725,Q-2025-000690,3,C032,P0011,2025-07-17,1,36418.36
BK-000726,Q-2025-000691,1,C035,P0054,2025-08-12,362,614.24
BK-000727,Q-2025-000691,2,C035,P0066,2025-07-08,13,9255.74
BK-000728,Q-2025-000691,3,C035,P0047,2025-07-12,549,459.24
BK-000729,Q-2025-000692,1,C016,P0073,2025-08-18,11,8517.63
BK-000730,Q-2025-000693,1,C014,P0090,2025-06-18,4,36296.69
BK-000731,Q-2025-000695,2,C006,P0095,2025-07-13,1,47440.73
BK-000732,Q-2025-000696,1,C038,P0071,2025-06-25,10,9138.72
BK-000733,Q-2025-000698,2,C040,P0024,2025-08-07,5,9281.5
BK-000734,Q-2025-000698,3,C040,P0058,2025-07-19,209,406.3
BK-000735,Q-2025-000699,1,C027,P0039,2025-07-09,6,13556.09
BK-000736,Q-2025-000699,2,C027,P0034,2025-07-05,20,12981.33
BK-000737,Q-2025-000700,1,C013,P0029,2025-07-15,16,13346.87
